	UF	televisao por assinatura	televisao com recepcao de sinal digital de tv abertaa	V02270	rede celular 3G ou 4G	conexao discada	banda larga	rendimento mensal domiciliar per capita
60124	7	1.0	1.0	3	2.0	4.0	2.0	4.0
60127	7	3.0	3.0	1	2.0	4.0	2.0	4.0
60129	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60131	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60133	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60134	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60135	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60137	7	3.0	1.0	2	4.0	4.0	2.0	3.0
60139	7	1.0	1.0	1	4.0	4.0	2.0	4.0
60140	7	1.0	3.0	0	2.0	4.0	2.0	3.0
60143	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60144	7	1.0	1.0	1	2.0	4.0	2.0	2.0
60145	7	1.0	1.0	2	2.0	4.0	2.0	5.0
60147	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60150	7	1.0	3.0	1	2.0	4.0	2.0	3.0
60155	7	1.0	3.0	1	2.0	4.0	4.0	1.0
60158	7	3.0	3.0	1	2.0	4.0	2.0	2.0
60160	7	3.0	3.0	2	2.0	4.0	4.0	3.0
60161	7	1.0	1.0	1	4.0	4.0	2.0	3.0
60163	7	3.0	3.0	1	2.0	4.0	4.0	4.0
60166	7	1.0	3.0	1	4.0	4.0	2.0	2.0
60167	7	3.0	1.0	2	4.0	4.0	2.0	5.0
60169	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60170	7	3.0	3.0	0	4.0	4.0	2.0	2.0
60172	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60173	7	1.0	1.0	1	4.0	4.0	2.0	4.0
60175	7	1.0	3.0	1	4.0	4.0	2.0	3.0
60180	7	3.0	3.0	0	4.0	4.0	2.0	2.0
60181	7	1.0	3.0	0	4.0	4.0	2.0	3.0
60185	7	3.0	1.0	2	2.0	4.0	2.0	6.0
60186	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60188	7	1.0	1.0	4	2.0	4.0	2.0	4.0
60189	7	1.0	1.0	2	2.0	4.0	2.0	5.0
60192	7	1.0	1.0	2	2.0	4.0	2.0	6.0
60198	7	3.0	1.0	1	2.0	4.0	2.0	99.0
60200	7	3.0	3.0	0	2.0	4.0	2.0	4.0
60204	7	1.0	1.0	4	2.0	4.0	2.0	7.0
60208	7	1.0	1.0	2	2.0	4.0	2.0	7.0
60214	7	1.0	1.0	3	2.0	4.0	2.0	7.0
60217	7	1.0	3.0	1	2.0	4.0	2.0	7.0
60218	7	1.0	3.0	2	2.0	4.0	2.0	4.0
60220	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60221	7	1.0	1.0	2	2.0	4.0	2.0	7.0
60222	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60224	7	1.0	1.0	1	2.0	4.0	2.0	6.0
60225	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60229	7	3.0	1.0	1	4.0	4.0	2.0	6.0
60230	7	3.0	3.0	0	2.0	4.0	2.0	5.0
60231	7	1.0	1.0	2	2.0	4.0	2.0	6.0
60232	7	3.0	3.0	0	2.0	4.0	2.0	6.0
60233	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60234	7	1.0	1.0	3	2.0	4.0	2.0	6.0
60236	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60237	7	3.0	1.0	2	4.0	4.0	2.0	3.0
60239	7	1.0	1.0	2	4.0	4.0	2.0	7.0
60242	7	1.0	1.0	2	4.0	4.0	2.0	5.0
60243	7	1.0	1.0	2	4.0	4.0	2.0	6.0
60244	7	3.0	1.0	1	4.0	4.0	2.0	6.0
60248	7	3.0	3.0	1	4.0	4.0	2.0	3.0
60253	7	3.0	3.0	0	2.0	4.0	4.0	1.0
60254	7	3.0	3.0	0	2.0	4.0	2.0	6.0
60256	7	1.0	1.0	1	2.0	4.0	2.0	2.0
60257	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60260	7	3.0	3.0	0	2.0	4.0	2.0	4.0
60261	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60262	7	3.0	1.0	1	4.0	4.0	2.0	2.0
60265	7	1.0	1.0	1	2.0	4.0	4.0	5.0
60267	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60268	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60271	7	3.0	3.0	0	4.0	4.0	2.0	1.0
60272	7	1.0	1.0	3	2.0	4.0	2.0	4.0
60273	7	3.0	5.0	2	2.0	4.0	2.0	2.0
60276	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60278	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60279	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60283	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60288	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60292	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60296	7	3.0	1.0	1	2.0	4.0	4.0	4.0
60297	7	1.0	1.0	1	2.0	4.0	4.0	4.0
60299	7	3.0	1.0	1	2.0	4.0	4.0	7.0
60302	7	1.0	3.0	2	4.0	4.0	2.0	5.0
60303	7	1.0	1.0	2	2.0	4.0	2.0	7.0
60304	7	3.0	3.0	1	4.0	4.0	2.0	5.0
60305	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60306	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60307	7	1.0	1.0	1	4.0	4.0	2.0	6.0
60308	7	1.0	1.0	1	4.0	4.0	2.0	6.0
60309	7	3.0	3.0	1	4.0	4.0	2.0	6.0
60311	7	1.0	3.0	3	2.0	4.0	2.0	6.0
60312	7	1.0	1.0	2	4.0	4.0	2.0	4.0
60313	7	1.0	1.0	4	4.0	4.0	2.0	4.0
60315	7	3.0	3.0	1	4.0	4.0	2.0	6.0
60317	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60319	7	1.0	1.0	2	4.0	4.0	2.0	4.0
60321	7	1.0	3.0	1	2.0	4.0	2.0	7.0
60322	7	1.0	3.0	2	2.0	4.0	2.0	6.0
60323	7	1.0	1.0	2	4.0	4.0	2.0	7.0
60324	7	3.0	5.0	2	4.0	4.0	2.0	7.0
60328	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60329	7	1.0	3.0	2	4.0	4.0	2.0	5.0
60333	7	3.0	1.0	3	4.0	4.0	2.0	7.0
60336	7	3.0	1.0	1	2.0	4.0	2.0	7.0
60337	7	1.0	1.0	3	2.0	4.0	2.0	7.0
60338	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60339	7	1.0	5.0	3	4.0	4.0	2.0	6.0
60340	7	3.0	5.0	4	2.0	4.0	2.0	7.0
60342	7	1.0	5.0	1	2.0	4.0	2.0	6.0
60347	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60348	7	1.0	3.0	3	2.0	4.0	2.0	5.0
60349	7	1.0	1.0	1	2.0	4.0	2.0	6.0
60351	7	1.0	1.0	2	2.0	4.0	2.0	7.0
60355	7	1.0	1.0	2	4.0	4.0	2.0	6.0
60356	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60359	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60360	7	1.0	1.0	2	2.0	4.0	2.0	7.0
60362	7	1.0	1.0	2	4.0	4.0	2.0	7.0
60363	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60364	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60365	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60366	7	3.0	3.0	0	2.0	4.0	2.0	4.0
60367	7	1.0	1.0	0	2.0	4.0	4.0	4.0
60369	7	3.0	3.0	1	4.0	4.0	2.0	4.0
60370	7	1.0	3.0	0	2.0	4.0	2.0	4.0
60372	7	3.0	1.0	1	2.0	4.0	4.0	4.0
60373	7	1.0	1.0	3	2.0	4.0	4.0	6.0
60374	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60376	7	3.0	3.0	0	2.0	4.0	2.0	4.0
60377	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60378	7	1.0	1.0	2	2.0	4.0	2.0	6.0
60379	7	3.0	3.0	0	2.0	4.0	2.0	5.0
60381	7	1.0	1.0	3	2.0	4.0	2.0	7.0
60384	7	1.0	5.0	2	2.0	4.0	2.0	6.0
60386	7	1.0	1.0	2	2.0	4.0	2.0	6.0
60388	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60390	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60391	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60393	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60399	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60403	7	3.0	3.0	0	4.0	4.0	2.0	2.0
60407	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60415	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60416	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60419	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60420	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60421	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60425	7	3.0	1.0	1	2.0	4.0	2.0	2.0
60426	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60427	7	1.0	1.0	1	2.0	4.0	4.0	4.0
60429	7	3.0	1.0	2	4.0	4.0	2.0	4.0
60431	7	1.0	1.0	2	4.0	4.0	2.0	2.0
60432	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60433	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60434	7	3.0	1.0	3	4.0	4.0	2.0	3.0
60435	7	1.0	3.0	0	2.0	4.0	4.0	3.0
60441	7	3.0	5.0	1	2.0	4.0	4.0	3.0
60442	7	3.0	5.0	1	2.0	4.0	4.0	2.0
60443	7	3.0	5.0	1	2.0	4.0	4.0	4.0
60444	7	1.0	1.0	2	2.0	4.0	2.0	7.0
60445	7	1.0	1.0	2	2.0	4.0	2.0	7.0
60449	7	1.0	1.0	4	2.0	4.0	2.0	7.0
60452	7	1.0	1.0	2	2.0	4.0	2.0	5.0
60453	7	1.0	1.0	3	2.0	4.0	2.0	5.0
60455	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60456	7	1.0	1.0	3	4.0	4.0	2.0	6.0
60458	7	1.0	3.0	1	2.0	4.0	2.0	7.0
60459	7	1.0	3.0	2	2.0	4.0	2.0	6.0
60460	7	3.0	1.0	1	2.0	4.0	4.0	5.0
60462	7	1.0	1.0	1	4.0	4.0	2.0	4.0
60463	7	1.0	3.0	0	4.0	4.0	2.0	4.0
60464	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60465	7	1.0	1.0	2	4.0	4.0	2.0	4.0
60469	7	1.0	1.0	2	4.0	4.0	2.0	5.0
60470	7	1.0	3.0	1	4.0	4.0	2.0	4.0
60474	7	1.0	3.0	1	4.0	4.0	2.0	4.0
60475	7	3.0	3.0	1	4.0	4.0	2.0	3.0
60476	7	1.0	1.0	3	2.0	4.0	2.0	6.0
60477	7	1.0	5.0	2	2.0	4.0	2.0	7.0
60478	7	1.0	1.0	1	2.0	4.0	2.0	6.0
60479	7	1.0	1.0	1	2.0	4.0	2.0	6.0
60480	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60481	7	1.0	1.0	3	2.0	4.0	2.0	7.0
60483	7	1.0	1.0	0	2.0	4.0	2.0	4.0
60488	7	1.0	1.0	1	4.0	4.0	2.0	7.0
60489	7	1.0	1.0	2	4.0	4.0	2.0	6.0
60492	7	3.0	3.0	1	4.0	4.0	2.0	6.0
60502	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60511	7	3.0	1.0	1	4.0	4.0	2.0	5.0
60515	7	3.0	1.0	2	2.0	4.0	4.0	7.0
60516	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60518	7	3.0	1.0	1	2.0	4.0	2.0	6.0
60519	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60520	7	1.0	3.0	0	2.0	4.0	2.0	6.0
60521	7	1.0	3.0	1	2.0	4.0	2.0	5.0
60522	7	1.0	1.0	1	2.0	4.0	2.0	6.0
60523	7	1.0	1.0	1	2.0	4.0	2.0	6.0
60525	7	3.0	3.0	0	2.0	4.0	2.0	5.0
60528	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60529	7	1.0	1.0	1	2.0	4.0	4.0	4.0
60534	7	1.0	3.0	0	2.0	4.0	2.0	3.0
60536	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60537	7	3.0	1.0	1	4.0	4.0	2.0	1.0
60539	7	1.0	3.0	0	2.0	4.0	4.0	3.0
60545	7	1.0	1.0	1	2.0	4.0	4.0	2.0
60547	7	3.0	1.0	1	2.0	4.0	4.0	3.0
60554	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60555	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60558	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60563	7	3.0	5.0	1	2.0	4.0	4.0	4.0
60566	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60567	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60568	7	1.0	1.0	3	2.0	4.0	4.0	3.0
60569	7	1.0	3.0	0	2.0	4.0	4.0	3.0
60570	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60573	7	1.0	1.0	1	2.0	4.0	4.0	3.0
60574	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60575	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60577	7	3.0	3.0	1	4.0	4.0	2.0	3.0
60584	7	3.0	3.0	0	4.0	4.0	2.0	2.0
60585	7	1.0	1.0	1	4.0	4.0	2.0	1.0
60586	7	1.0	1.0	1	2.0	4.0	4.0	3.0
60589	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60590	7	3.0	3.0	1	4.0	4.0	2.0	5.0
60592	7	1.0	3.0	1	4.0	4.0	2.0	5.0
60594	7	3.0	3.0	2	2.0	4.0	4.0	4.0
60596	7	3.0	1.0	2	2.0	4.0	4.0	4.0
60600	7	3.0	3.0	1	2.0	4.0	4.0	2.0
60601	7	1.0	1.0	1	2.0	4.0	4.0	4.0
60602	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60609	7	3.0	3.0	0	2.0	4.0	4.0	4.0
60613	7	3.0	1.0	1	2.0	4.0	4.0	4.0
60617	7	3.0	1.0	1	2.0	4.0	2.0	2.0
60620	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60622	7	3.0	3.0	1	4.0	4.0	2.0	2.0
60625	7	3.0	3.0	1	4.0	4.0	2.0	3.0
60626	7	1.0	1.0	2	2.0	4.0	2.0	5.0
60627	7	3.0	1.0	2	2.0	4.0	2.0	5.0
60631	7	3.0	1.0	0	2.0	4.0	4.0	5.0
60635	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60636	7	3.0	1.0	0	4.0	4.0	2.0	3.0
60637	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60640	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60643	7	1.0	3.0	0	2.0	4.0	2.0	4.0
60644	7	3.0	3.0	0	2.0	4.0	4.0	4.0
60645	7	3.0	3.0	0	2.0	4.0	4.0	4.0
60647	7	3.0	3.0	2	2.0	4.0	2.0	3.0
60648	7	1.0	1.0	2	2.0	4.0	2.0	5.0
60649	7	1.0	3.0	0	2.0	4.0	4.0	3.0
60650	7	3.0	1.0	1	2.0	4.0	4.0	4.0
60652	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60653	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60656	7	1.0	1.0	4	2.0	4.0	2.0	5.0
60660	7	3.0	3.0	1	4.0	4.0	2.0	4.0
60662	7	3.0	3.0	2	2.0	4.0	4.0	6.0
60665	7	1.0	3.0	1	4.0	4.0	2.0	3.0
60667	7	1.0	3.0	1	2.0	4.0	4.0	3.0
60668	7	1.0	3.0	1	4.0	4.0	2.0	3.0
60669	7	3.0	3.0	1	4.0	4.0	2.0	2.0
60670	7	3.0	3.0	1	2.0	4.0	4.0	4.0
60678	7	1.0	1.0	1	4.0	4.0	2.0	6.0
60681	7	1.0	3.0	0	4.0	4.0	2.0	3.0
60684	7	3.0	3.0	0	2.0	4.0	2.0	4.0
60685	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60687	7	3.0	1.0	2	2.0	4.0	4.0	3.0
60688	7	1.0	3.0	0	4.0	4.0	2.0	3.0
60689	7	3.0	1.0	1	2.0	4.0	4.0	1.0
60692	7	1.0	1.0	1	2.0	4.0	2.0	2.0
60697	7	1.0	3.0	0	2.0	4.0	4.0	2.0
60700	7	1.0	1.0	1	2.0	4.0	4.0	4.0
60705	7	3.0	3.0	1	2.0	4.0	4.0	2.0
60707	7	1.0	1.0	1	2.0	4.0	4.0	2.0
60711	7	3.0	1.0	1	2.0	4.0	4.0	2.0
60721	7	3.0	1.0	1	2.0	4.0	4.0	3.0
60722	7	3.0	3.0	1	2.0	4.0	4.0	4.0
60725	7	1.0	1.0	1	2.0	4.0	4.0	3.0
60728	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60730	7	3.0	3.0	0	2.0	4.0	2.0	6.0
60732	7	1.0	1.0	1	2.0	4.0	2.0	6.0
60733	7	3.0	1.0	2	2.0	4.0	2.0	3.0
60735	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60737	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60738	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60740	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60742	7	3.0	1.0	1	2.0	4.0	2.0	7.0
60743	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60745	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60746	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60751	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60752	7	1.0	1.0	2	2.0	4.0	2.0	5.0
60753	7	3.0	1.0	2	4.0	4.0	2.0	4.0
60754	7	1.0	1.0	1	4.0	4.0	2.0	2.0
60762	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60765	7	3.0	3.0	0	2.0	4.0	4.0	4.0
60768	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60769	7	3.0	1.0	1	2.0	4.0	4.0	5.0
60772	7	3.0	1.0	1	4.0	4.0	2.0	5.0
60773	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60775	7	3.0	1.0	1	4.0	4.0	2.0	2.0
60776	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60778	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60780	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60783	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60784	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60786	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60788	7	1.0	1.0	1	4.0	4.0	2.0	4.0
60789	7	3.0	1.0	2	4.0	2.0	4.0	3.0
60790	7	3.0	3.0	0	2.0	4.0	2.0	2.0
60791	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60793	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60794	7	3.0	1.0	2	2.0	4.0	2.0	6.0
60795	7	1.0	1.0	2	2.0	4.0	2.0	5.0
60796	7	1.0	1.0	2	2.0	4.0	2.0	6.0
60798	7	1.0	1.0	3	2.0	4.0	2.0	7.0
60799	7	3.0	1.0	1	2.0	4.0	2.0	5.0
60800	7	3.0	1.0	2	2.0	4.0	2.0	4.0
60801	7	1.0	1.0	3	2.0	4.0	2.0	5.0
60802	7	1.0	1.0	2	4.0	4.0	2.0	4.0
60803	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60804	7	3.0	1.0	2	2.0	4.0	2.0	5.0
60805	7	3.0	1.0	2	2.0	4.0	2.0	6.0
60806	7	3.0	1.0	2	2.0	4.0	2.0	4.0
60807	7	1.0	1.0	4	2.0	4.0	2.0	6.0
60808	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60810	7	3.0	3.0	1	2.0	4.0	4.0	4.0
60815	7	3.0	3.0	0	2.0	4.0	4.0	4.0
60817	7	1.0	3.0	2	2.0	4.0	2.0	3.0
60820	7	3.0	1.0	2	2.0	4.0	2.0	4.0
60821	7	3.0	1.0	1	2.0	4.0	2.0	5.0
60822	7	3.0	1.0	1	2.0	4.0	2.0	5.0
60825	7	3.0	3.0	1	2.0	4.0	2.0	4.0
60826	7	3.0	1.0	2	2.0	4.0	2.0	4.0
60827	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60830	7	3.0	3.0	1	2.0	4.0	2.0	4.0
60831	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60832	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60837	7	3.0	1.0	2	4.0	4.0	2.0	5.0
60842	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60846	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60849	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60851	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60852	7	3.0	1.0	2	2.0	4.0	2.0	4.0
60853	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60854	7	1.0	1.0	3	2.0	4.0	2.0	2.0
60855	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60859	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60865	7	1.0	1.0	2	2.0	4.0	2.0	3.0
60866	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60870	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60871	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60874	7	1.0	1.0	0	4.0	4.0	2.0	7.0
60881	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60883	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60885	7	1.0	1.0	0	2.0	4.0	2.0	4.0
60886	7	1.0	5.0	0	2.0	4.0	4.0	4.0
60889	7	3.0	1.0	1	2.0	4.0	4.0	1.0
60890	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60891	7	1.0	1.0	1	2.0	4.0	4.0	4.0
60893	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60895	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60897	7	1.0	1.0	1	4.0	4.0	2.0	4.0
60898	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60900	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60902	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60903	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60907	7	1.0	1.0	1	2.0	4.0	2.0	3.0
60908	7	1.0	1.0	4	2.0	4.0	2.0	4.0
60909	7	1.0	3.0	0	2.0	4.0	2.0	3.0
60911	7	3.0	1.0	1	2.0	4.0	2.0	4.0
60914	7	3.0	1.0	2	2.0	4.0	2.0	3.0
60915	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60919	7	3.0	1.0	1	2.0	4.0	2.0	3.0
60920	7	3.0	1.0	1	4.0	4.0	2.0	3.0
60925	7	3.0	3.0	0	2.0	4.0	2.0	3.0
60927	7	3.0	3.0	0	2.0	4.0	4.0	2.0
60928	7	1.0	3.0	0	2.0	4.0	4.0	4.0
60929	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60930	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60931	7	3.0	1.0	2	2.0	4.0	4.0	3.0
60934	7	1.0	1.0	1	2.0	4.0	2.0	2.0
60936	7	1.0	3.0	0	2.0	4.0	4.0	3.0
60939	7	3.0	3.0	0	2.0	4.0	4.0	4.0
60941	7	3.0	3.0	0	2.0	4.0	4.0	3.0
60943	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60945	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60949	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60954	7	3.0	1.0	1	2.0	4.0	4.0	3.0
60955	7	1.0	3.0	1	4.0	4.0	2.0	3.0
60959	7	3.0	3.0	0	4.0	4.0	2.0	4.0
60960	7	1.0	3.0	1	2.0	4.0	4.0	1.0
60963	7	1.0	3.0	0	2.0	4.0	4.0	3.0
60965	7	1.0	1.0	1	4.0	4.0	2.0	4.0
60966	7	3.0	1.0	2	4.0	4.0	2.0	6.0
60968	7	1.0	1.0	2	4.0	4.0	2.0	5.0
60971	7	1.0	1.0	2	4.0	4.0	2.0	4.0
60972	7	1.0	1.0	1	4.0	4.0	2.0	3.0
60975	7	1.0	1.0	1	4.0	4.0	2.0	2.0
60976	7	1.0	3.0	2	4.0	4.0	2.0	6.0
60977	7	3.0	3.0	0	4.0	4.0	2.0	3.0
60981	7	3.0	3.0	1	2.0	4.0	2.0	3.0
60983	7	1.0	3.0	1	2.0	4.0	2.0	5.0
60984	7	1.0	1.0	0	2.0	4.0	2.0	3.0
60985	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60986	7	1.0	3.0	1	2.0	4.0	2.0	7.0
60989	7	1.0	1.0	1	2.0	4.0	2.0	7.0
60990	7	3.0	3.0	1	2.0	4.0	2.0	7.0
60992	7	1.0	1.0	1	2.0	4.0	2.0	4.0
60993	7	1.0	1.0	2	2.0	4.0	2.0	4.0
60994	7	1.0	1.0	1	2.0	4.0	2.0	5.0
60997	7	3.0	1.0	1	4.0	4.0	2.0	4.0
60998	7	3.0	5.0	0	4.0	4.0	2.0	4.0
61000	7	3.0	1.0	1	4.0	4.0	2.0	5.0
61001	7	1.0	1.0	1	4.0	4.0	2.0	4.0
61005	7	3.0	1.0	1	4.0	4.0	2.0	5.0
61006	7	1.0	1.0	2	4.0	4.0	2.0	6.0
61008	7	3.0	1.0	1	4.0	4.0	2.0	3.0
61009	7	3.0	1.0	1	4.0	4.0	2.0	3.0
61010	7	3.0	1.0	1	4.0	4.0	2.0	5.0
61014	7	1.0	1.0	2	4.0	4.0	2.0	7.0
61015	7	3.0	3.0	1	4.0	4.0	2.0	4.0
61016	7	3.0	3.0	1	2.0	4.0	4.0	2.0
61023	7	3.0	3.0	1	4.0	4.0	2.0	3.0
61024	7	1.0	1.0	1	2.0	4.0	4.0	3.0
61025	7	1.0	3.0	1	2.0	4.0	4.0	4.0
61027	7	3.0	3.0	1	2.0	4.0	4.0	3.0
61039	7	3.0	3.0	1	2.0	4.0	4.0	3.0
61041	7	3.0	1.0	1	2.0	4.0	4.0	2.0
61047	7	1.0	1.0	1	2.0	4.0	4.0	3.0
61051	7	3.0	3.0	0	2.0	4.0	4.0	3.0
61052	7	3.0	3.0	1	2.0	4.0	4.0	4.0
61054	7	3.0	1.0	1	2.0	4.0	4.0	2.0
61056	7	3.0	3.0	0	2.0	4.0	2.0	2.0
61061	7	3.0	5.0	1	2.0	4.0	2.0	4.0
61062	7	3.0	5.0	1	2.0	4.0	2.0	2.0
61063	7	3.0	3.0	1	2.0	4.0	2.0	4.0
61064	7	1.0	5.0	0	2.0	4.0	2.0	3.0
61066	7	1.0	1.0	0	2.0	4.0	2.0	4.0
61068	7	3.0	5.0	1	2.0	4.0	4.0	3.0
61071	7	1.0	1.0	1	4.0	4.0	2.0	3.0
61073	7	3.0	3.0	1	2.0	4.0	4.0	4.0
61074	7	1.0	1.0	2	4.0	4.0	2.0	4.0
61076	7	3.0	3.0	0	4.0	4.0	2.0	99.0
61078	7	1.0	1.0	1	4.0	4.0	2.0	4.0
61079	7	3.0	1.0	1	2.0	4.0	2.0	1.0
61084	7	3.0	1.0	2	2.0	4.0	2.0	2.0
61085	7	3.0	3.0	0	2.0	4.0	2.0	3.0
61086	7	1.0	1.0	1	2.0	4.0	2.0	5.0
61087	7	1.0	1.0	1	4.0	4.0	2.0	6.0
61088	7	3.0	3.0	0	4.0	4.0	2.0	6.0
61094	7	3.0	1.0	1	2.0	4.0	4.0	4.0
